321.87335,0.000004
321.979715,0.000003
322.086088,-0.000006
322.192469,-0.000007
322.298858,-0.000003
322.405255,-0.000016
322.51166,-0.000003
322.618073,-0.000004
322.724494,-0.000015
322.830923,0.000003
322.93736,0.000004
323.043805,0.000006
323.150258,0.000004
323.256719,0.000012
323.363188,0.000004
323.469665,0.000006
323.576149,0.000004
323.682642,0.000003
323.789143,0.00001
323.895651,0.000018
324.002168,0.000007
324.108692,-0.000001
324.215225,0.000001
324.321765,-0.000007
324.428313,0.000004
324.534869,0.000009
324.641434,0.000004
324.748006,0.000003
324.854586,0.000001
324.961174,0.000009
325.06777,0.000001
325.174373,0.000006
325.280985,-0.000006
325.387605,-0.000001
325.494232,-0.000003
325.600868,0.000012
325.707511,-0.000003
325.814162,-0.000001
325.920821,-0.000003
326.027488,-0.000004
326.134163,-0.000006
326.240846,-0.000004
326.347537,0.000001
326.454236,-0.000004
326.560942,0.000001
326.667656,-0.000004
326.774379,0.000004
326.881109,-0.000007
326.987847,-0.000006
327.094593,0.000006
327.201347,-0.000018
327.308108,-0.000004
327.414878,-0.000015
327.521655,0.000003
327.628441,-0.000015
327.735234,-0.000001
327.842035,-0.000006
327.948844,-0.000004
328.05566,-0.000009
328.162485,-0.000013
328.269317,-0.000003
328.376158,0.000003
328.483006,0.000007
328.589862,0.000003
328.696725,0.000007
328.803597,0.000006
328.910476,-0.000003
329.017364,-0.000001
329.124259,0.00001
329.231162,0.000009
329.338073,0.000001
329.444991,0.000006
329.551918,0.000004
329.658852,0.000003
329.765794,-0.000012
329.872744,0.000009
329.979701,0.000004
330.086667,0.000006
330.19364,0.000004
330.300621,-0.000004
330.40761,0.00001
330.514607,0.000003
330.621611,-0.000003
330.728624,0.000003
330.835644,0.00001
330.942672,0.000003
331.049707,-0.000003
331.156751,0.000009
331.263802,-0.000003
331.370861,-0.000004
331.477928,0.000001
331.585002,-0.000007
331.692085,-0.000006
331.799175,0.000003
331.906273,-0.000006
332.013378,0.000009
332.120492,0.000007
332.227613,0.000003
332.334742,-0.000012
332.441879,0.000006
332.549023,0.000013
332.656175,-0.000007
332.763335,0.000016
332.870503,-0.00001
332.977678,0.000004
333.084861,-0.000004
333.192052,0.00001
333.299251,0.000006
333.406457,0.000001
333.513671,0.000009
333.620893,-0.000006
333.728123,-0.000013
333.83536,0.000007
333.942605,0.000006
334.049858,-0.000006
334.157118,0.000012
334.264386,0.000004
334.371662,0.000003
334.478946,-0.000003
334.586237,0.000003
334.693536,-0.000006
334.800843,-0.00001
334.908157,-0.000003
335.015479,0.000006
335.122809,-0.000012
335.230146,-0.000007
335.337492,0.000001
335.444844,-0.000001
335.552205,-0.000012
335.659573,-0.000004
335.766949,-0.000003
335.874333,-0.000007
335.981724,0.000001
336.089123,-0.000007
336.19653,0.000004
336.303944,-0.000001
336.411366,-0.000003
336.518795,-0.000004
336.626233,0.000001
336.733678,-0.00001
336.84113,0.000004
336.94859,0.000006
337.056058,-0.000003
337.163534,-0.000007
337.271017,0.000013
337.378508,-0.000001
337.486006,-0.000009
337.593512,0.000006
337.701026,-0.000012
337.808548,-0.000001
337.916077,0.00001
338.023613,-0.000004
338.131158,-0.000003
338.238709,-0.000001
338.346269,-0.000003
338.453836,-0.000001
338.561411,0.000004
338.668993,0.000006
338.776583,-0.000003
338.884181,0.000015
338.991786,0.000001
339.099399,-0.000004
339.207019,0.00001
339.314647,-0.00001
339.422283,0.000007
339.529926,0.000003
339.637577,0.000001
339.745235,-0.000001
339.852901,-0.000003
339.960575,-0.000016
340.068256,0.000007
340.175945,0.000006
340.283641,0.000004
340.391345,0.000006
340.499057,0.000004
340.606776,0.000009
340.714502,0.00001
340.822236,-0.000001
340.929978,0.000001
341.037727,-0.000001
341.145484,0.000004
341.253249,0.000006
341.361021,0.000004
341.4688,-0.000007
341.576587,0.000001
341.684382,0.000003
341.792184,0.000001
341.899994,-0.000001
342.007811,0.000007
342.115636,-0.000001
342.223468,-0.000003
342.331308,-0.000007
342.439156,-0.000009
342.547011,0.000003
342.654873,-0.000006
342.762743,-0.00001
342.870621,-0.000003
342.978506,-0.000004
343.086398,0.000013
343.194298,-0.000004
343.302206,-0.000003
343.410121,-0.000004
343.518044,-0.000012
343.625974,-0.000007
343.733911,0.000001
343.841856,0.000006
343.949809,0.000001
344.057769,0.000003
344.165737,0.000004
344.273712,0.000009
344.381694,-0.000012
344.489684,-0.000001
344.597682,-0.000009
344.705687,0.000009
344.813699,-0.000012
344.921719,-0.000004
345.029747,-0.000003
345.137782,0.000003
345.245824,0.00001
345.353874,-0.000004
345.461931,0.000001
345.569996,0.000006
345.678068,-0.000012
345.786148,-0.000001
345.894235,0.000001
346.00233,-0.000004
346.110432,0.000004
346.218541,0.000003
346.326658,0.000001
346.434782,-0.000001
346.542914,0.000004
346.651053,0.000015
346.7592,0.000013
346.867354,0.000003
346.975516,0.000007
347.083685,0.000009
347.191861,0.00001
347.300045,0.000012
347.408236,-0.000009
347.516435,0.000006
347.624641,0.000004
347.732854,0.000006
347.841075,0.000004
347.949304,0.000012
348.057539,-0.000009
348.165782,-0.000001
348.274033,-0.000009
